15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
426,768,421,170,768,768,528,768,
143,143,143,165,143,143,768,143,
15,15,15,15,15,15,15,528,
15,15,15,15,15,15,15,768,
63,63,63,63,63,63,63,15,
63,63,63,63,63,63,63,15,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
768,768,768,768,768,768,768,768,
15,15,15,15,15,15,143,143,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
143,143,143,143,143,143,143,143,
143,143,143,143,143,143,143,143,
143,143,143,143,143,143,143,143,
528,528,143,143,143,143,143,143,
768,768,528,528,15,143,143,143,
768,768,768,768,143,15,15,15,
15,15,15,15,0,15,15,15,
768,768,768,768,768,15,15,15,
15,15,15,15,15,15,15,15,
768,768,143,143,143,15,15,15,
15,15,0,0,0,15,15,15,
768,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
44,44,44,44,44,15,15,15,
35,35,35,35,35,15,15,15,
528,528,528,528,528,15,15,15,
768,768,768,768,768,15,15,15,
768,15,768,768,768,15,15,15,
37,15,42,15,15,15,15,15,
37,15,42,528,528,15,15,15,
15,15,15,768,768,0,0,0,
15,15,15,768,768,0,0,0,
291,291,291,15,15,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
768,768,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
528,528,528,768,768,528,528,768,
768,768,768,15,15,528,528,15,
15,15,15,768,768,528,528,768,
295,15,299,15,15,528,528,15,
15,15,15,768,768,768,768,15,
45,15,46,15,15,15,15,15,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,768,768,768,768,
512,512,512,768,768,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,768,768,768,512,512,
768,768,768,512,512,512,512,512,
512,512,512,15,15,15,512,512,
768,768,768,768,768,768,512,512,
15,15,15,15,15,15,15,512,
768,768,768,768,768,768,768,768,
512,512,512,512,512,512,512,512,
0,0,768,768,0,0,768,768,
0,0,0,0,0,0,0,0,
0,0,768,768,0,0,768,768,
0,0,0,0,0,0,0,0,
0,0,768,768,0,0,768,768,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,528,15,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,15,15,
15,15,15,0,15,15,15,0,
44,15,44,512,44,15,44,512,
512,15,512,512,512,15,512,512,
512,15,512,512,512,15,512,512,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
768,0,768,768,15,768,768,15,
15,0,15,15,15,15,15,15,
0,0,512,512,512,512,15,15,
768,768,768,768,768,768,512,512,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,768,
15,15,512,15,15,15,15,44,
10,8,12,0,0,0,0,0,
2,0,4,0,0,0,0,14,
2,0,4,2,4,15,14,15,
15,15,15,0,8,15,6,15,
15,15,15,10,8,12,6,0,
15,15,15,768,15,0,0,0,
15,15,0,15,0,0,0,0,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
15,15,15,768,768,768,768,768,
291,15,15,15,15,15,15,15,
15,15,15,15,15,15,42,37,
0,0,0,0,0,0,15,15,
15,15,15,15,15,15,35,512,
44,44,44,768,15,768,15,512,
0,0,0,37,0,42,15,512,
291,291,291,37,0,42,15,512,
289,15,290,289,0,290,512,512,
0,0,0,37,0,42,512,512,
37,15,42,37,0,42,15,15,
15,15,15,15,528,528,528,528,
15,15,15,15,768,528,528,528,
15,15,15,15,15,528,528,528,
15,15,15,15,15,528,528,528,
15,15,15,15,512,528,528,528,
15,15,15,15,512,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,768,768,
768,768,768,768,768,768,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,768,768,
295,15,299,528,768,768,15,15,
15,15,15,768,15,15,768,768,
45,15,46,15,15,15,15,15,
512,512,512,512,512,512,512,512,
512,15,512,15,512,15,512,15,
512,512,512,512,512,512,15,15,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
0,0,0,35,512,15,15,768,
0,0,0,15,512,15,15,15,
0,0,0,15,768,768,768,768,
528,528,528,528,15,15,42,37,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,15,
512,512,512,512,512,512,512,15,
768,768,768,768,15,15,15,15,
15,15,15,15,15,15,15,15,
768,768,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,768,768,528,
15,15,15,15,15,15,15,768,
768,768,528,528,291,291,291,528,
15,15,768,768,15,15,15,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
528,528,528,528,528,528,768,768,
768,768,528,528,768,768,15,15,
15,15,528,528,15,15,768,768,
295,15,299,768,15,15,15,15,
15,15,15,15,15,768,768,768,
45,15,46,15,15,15,15,15,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,768,
512,512,512,512,512,512,512,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,0,0,0,0,15,15,15,
15,15,15,15,15,15,15,15,
0,0,0,0,15,15,15,15,
0,0,0,0,15,15,15,15,
16,16,15,16,0,0,0,0,
15,16,15,16,16,15,15,15,
15,15,16,15,15,15,15,15,
0,0,0,0,15,15,15,0,
15,15,15,15,15,15,0,0,
15,15,15,15,15,15,0,0,
15,15,15,15,15,15,0,0,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
15,15,15,0,15,15,15,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
256,256,256,256,256,256,256,256,
256,256,256,256,256,256,256,256,
256,256,256,256,256,256,256,256,
256,256,256,256,256,256,256,256,
256,256,256,256,256,256,256,256,
256,256,256,256,256,256,256,256,
528,256,528,256,528,256,256,256,
528,256,528,256,528,256,256,256,
528,256,528,256,528,256,256,256,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,15,528,528,528,15,
528,15,528,15,528,15,528,15,
528,15,528,15,528,15,528,15,
528,528,528,15,528,528,528,15,
528,0,528,15,528,15,528,15,
528,0,528,15,528,15,528,15,
528,528,528,15,15,15,15,0,
528,15,528,15,15,15,15,0,
528,15,528,15,15,15,15,0,
15,15,15,15,15,15,15,0,
528,528,528,528,528,528,512,512,
528,15,528,528,15,528,512,512,
528,15,528,528,15,528,512,512,
768,768,768,15,15,768,768,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,528,
15,0,0,15,0,0,15,15,
15,0,0,15,0,0,528,528,
528,528,528,528,528,528,15,15,
528,15,528,528,15,528,528,528,
528,15,528,528,15,528,15,15,
528,528,528,528,528,528,528,528,
528,15,528,528,15,528,15,15,
528,15,528,528,15,528,15,512,
16,15,15,15,512,0,0,0,
15,15,15,15,0,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
0,0,0,0,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,0,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
15,15,0,15,15,15,15,0,
16,16,16,16,15,15,15,15,
16,16,16,16,15,15,0,15,
16,16,16,16,15,15,15,15,
16,16,16,16,512,512,512,512,
768,768,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,528,
15,15,15,15,15,15,528,528,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
0,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
0,528,0,0,528,0,528,528,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,528,528,
16,16,16,16,16,16,528,528,
16,15,16,16,15,16,528,528,
15,528,15,15,528,15,528,528,
528,528,528,528,528,528,0,0,
15,15,15,15,15,15,0,0,
63,63,63,63,63,63,0,0,
63,0,63,63,0,63,0,0,
0,528,0,0,528,0,0,0,
528,528,528,528,528,528,0,0,
15,15,15,15,15,15,0,0,
63,63,63,63,63,63,0,0,
63,0,63,63,0,63,0,0,
0,528,0,0,0,528,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
63,63,63,63,63,63,63,63,
63,0,63,63,63,0,63,63,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,768,768,
512,512,512,512,512,512,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
512,512,512,512,512,0,15,0,
512,512,512,768,768,15,15,15,
512,512,512,512,512,15,15,15,
0,0,0,15,15,15,15,15,
15,15,15,15,15,0,0,0,
768,768,768,768,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,528,528,528,
15,15,15,15,15,528,768,768,
512,512,512,0,768,768,15,15,
512,512,512,0,0,0,768,768,
291,291,291,0,512,512,0,0,
512,512,512,512,512,512,512,512,
768,768,768,768,768,768,768,768,
512,512,512,512,512,512,512,512,
15,42,37,528,528,528,15,15,
0,768,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
10,8,12,10,8,12,0,0,
2,0,4,2,0,4,0,0,
2,0,4,42,0,37,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
0,0,0,0,0,0,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
768,768,768,768,768,768,768,768,
58,0,53,58,53,15,15,15,
298,0,293,298,293,15,15,15,
15,15,15,15,15,15,15,15,
512,512,512,512,512,15,15,512,
512,512,512,512,512,0,0,512,
768,768,512,512,512,512,512,512,
15,15,512,512,512,512,512,512,
0,528,528,528,528,528,528,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,51,51,528,528,528,
768,768,15,15,15,15,768,768,
0,528,44,15,15,44,528,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
0,528,528,528,528,528,528,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,51,51,528,528,528,
768,768,15,15,15,15,768,768,
0,0,44,15,15,44,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,51,51,528,528,528,
768,768,15,15,15,15,768,768,
0,0,44,15,15,44,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,51,51,528,528,528,
768,768,15,15,15,15,768,768,
0,0,44,15,15,44,0,0,
528,528,0,0,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,0,528,528,528,528,
528,528,528,51,51,528,528,528,
768,768,15,15,15,15,768,768,
0,0,44,15,15,44,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
768,768,15,15,768,768,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,768,768,
15,15,15,15,15,15,768,768,
15,15,15,15,15,15,768,768,
768,768,15,768,768,768,768,768,
15,15,15,15,15,15,15,768,
528,528,528,528,528,528,0,768,
528,528,528,528,528,528,0,768,
15,0,15,15,0,15,0,15,
528,528,528,528,0,0,0,0,
528,528,528,528,0,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,0,0,0,0,0,
768,15,768,768,0,528,0,0,
15,0,15,15,0,15,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,768,768,768,15,15,15,
15,15,768,768,768,15,15,15,
15,15,15,15,15,768,15,15,
15,15,15,768,768,768,528,528,
15,15,15,768,768,768,15,15,
15,15,15,15,768,528,768,0,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,768,0,
15,15,15,15,15,15,15,0,
15,0,15,0,15,0,0,0,
15,0,15,0,15,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,0,0,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
15,15,15,15,0,0,0,0,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,528,
528,528,528,528,528,528,15,15,
15,15,15,15,15,15,15,15,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,15,15,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,528,528,
528,528,528,528,528,528,15,15,
15,15,15,15,15,15,15,15,
0,0,0,0,15,15,15,528,
15,0,0,0,15,15,768,15,
15,0,0,0,15,0,528,528,
0,0,0,528,15,528,15,15,
0,0,0,528,15,528,0,0,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
528,528,528,528,528,528,528,528,
15,15,15,15,15,15,528,528,
15,15,15,15,15,15,0,0,
15,15,15,528,528,528,0,0,
15,15,15,15,15,15,0,0,
15,15,15,15,15,15,0,0,
15,15,15,15,0,15,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,0,15,15,
15,15,15,15,15,0,15,15,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,15,15,0,0,0,0,0,
15,15,15,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,528,15,0,528,528,528,528,
15,0,15,0,528,528,528,528,
15,15,15,15,0,0,0,0,
15,15,15,15,0,0,0,0,
15,15,15,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,15,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,15,15,15,15,15,0,0,
15,15,15,15,15,15,0,0,
0,0,0,0,0,0,0,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,0,0,
0,0,0,0,0,0,0,0,
0,15,15,15,15,15,15,15,
528,528,528,0,15,15,15,15,
15,15,15,528,15,15,528,15,
528,528,528,528,15,15,528,0,
15,15,15,528,15,15,528,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,0,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,0,0,15,15,15,15,15,
15,0,0,15,15,15,15,15,
[--PASSAGE_FLAG_END--]
[--TAG_START--]
0,2,6,1,0,0,0,0,
7,9,1,2,0,3,0,0,
3,0,8,0,7,0,0,0,
5,13,0,0,0,0,0,0,
1,6,1,6,3,6,3,6,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,4,0,0,
7,7,7,7,7,7,7,7,
0,0,0,0,8,8,8,8,
0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,
1,1,1,1,1,0,1,0,
0,0,0,1,1,0,1,0,
0,0,0,1,1,1,1,0,
3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,
3,3,3,3,3,0,7,3,
0,0,0,3,3,0,7,3,
0,0,0,3,3,3,7,3,
2,2,2,0,7,0,7,7,
2,2,2,0,7,7,7,7,
2,2,2,0,7,7,7,7,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,
4,4,5,0,0,0,0,0,
4,4,0,0,0,0,0,0,
5,5,5,5,5,5,0,0,
5,5,5,5,5,0,0,0,
5,5,0,5,5,0,0,0,
4,4,4,4,4,4,0,0,
4,4,4,4,4,4,0,0,
4,4,4,4,4,4,0,0,
4,5,5,5,5,10,4,4,
14,5,5,5,5,10,4,4,
4,5,5,5,5,5,4,4,
4,5,5,5,5,5,0,0,
4,0,5,5,5,5,0,0,
0,0,0,5,0,5,0,0,
4,4,4,5,5,5,0,0,
4,4,4,5,5,5,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,1,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
10,10,10,10,10,0,0,0,
10,10,10,10,10,0,0,0,
0,0,0,0,0,0,0,0,
10,10,10,10,10,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
11,11,0,0,11,11,0,0,
0,0,0,0,0,0,0,0,
11,11,0,0,11,11,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
